"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"1110",2018-05-05,"Ath Bilbao","Betis",2,0,"H"
"1111",2018-05-05,"Celta","La Coruna",1,1,"D"
"1112",2018-05-05,"Girona","Eibar",1,4,"A"
"1113",2018-05-05,"Villarreal","Valencia",1,0,"H"
"1114",2018-05-06,"Ath Madrid","Espanol",0,2,"A"
"1115",2018-05-06,"Barcelona","Real Madrid",2,2,"D"
"1116",2018-05-06,"Las Palmas","Getafe",0,1,"A"
"1117",2018-05-06,"Malaga","Alaves",0,3,"A"
"1118",2018-05-07,"Leganes","Levante",0,3,"A"
"1119",2018-05-09,"Barcelona","Villarreal",5,1,"H"
"1120",2018-05-09,"Sevilla","Real Madrid",3,2,"H"
"1121",2018-05-12,"Alaves","Ath Bilbao",3,1,"H"
"1122",2018-05-12,"Betis","Sevilla",2,2,"D"
"1123",2018-05-12,"Eibar","Las Palmas",1,0,"H"
"1124",2018-05-12,"Getafe","Ath Madrid",0,1,"A"
"1125",2018-05-12,"Girona","Valencia",0,1,"A"
"1126",2018-05-12,"La Coruna","Villarreal",2,4,"A"
"1127",2018-05-12,"Real Madrid","Celta",6,0,"H"
"1128",2018-05-12,"Sociedad","Leganes",3,2,"H"
"1129",2018-05-13,"Espanol","Malaga",4,1,"H"
"1130",2018-05-13,"Levante","Barcelona",5,4,"H"
"1131",2018-05-19,"Celta","Levante",4,2,"H"
"1132",2018-05-19,"Las Palmas","Girona",1,2,"A"
"1133",2018-05-19,"Leganes","Betis",3,2,"H"
"1134",2018-05-19,"Malaga","Getafe",0,1,"A"
"1135",2018-05-19,"Sevilla","Alaves",1,0,"H"
"1136",2018-05-19,"Villarreal","Real Madrid",2,2,"D"
"1137",2018-05-20,"Ath Bilbao","Espanol",0,1,"A"
"1138",2018-05-20,"Ath Madrid","Eibar",2,2,"D"
"1139",2018-05-20,"Barcelona","Sociedad",1,0,"H"
"1140",2018-05-20,"Valencia","La Coruna",2,1,"H"
"1141",2018-08-17,"Betis","Levante",0,3,"A"
"1142",2018-08-17,"Girona","Valladolid",0,0,"D"
"1143",2018-08-18,"Barcelona","Alaves",3,0,"H"
"1144",2018-08-18,"Celta","Espanol",1,1,"D"
"1145",2018-08-18,"Villarreal","Sociedad",1,2,"A"
"1146",2018-08-19,"Eibar","Huesca",1,2,"A"
"1147",2018-08-19,"Real Madrid","Getafe",2,0,"H"
"1148",2018-08-19,"Vallecano","Sevilla",1,4,"A"
"1149",2018-08-20,"Ath Bilbao","Leganes",2,1,"H"
"1150",2018-08-20,"Valencia","Ath Madrid",1,1,"D"
"1151",2018-08-24,"Getafe","Eibar",2,0,"H"
"1152",2018-08-24,"Leganes","Sociedad",2,2,"D"
"1153",2018-08-25,"Alaves","Betis",0,0,"D"
"1154",2018-08-25,"Ath Madrid","Vallecano",1,0,"H"
"1155",2018-08-25,"Valladolid","Barcelona",0,1,"A"
"1156",2018-08-26,"Espanol","Valencia",2,0,"H"
"1157",2018-08-26,"Girona","Real Madrid",1,4,"A"
"1158",2018-08-26,"Sevilla","Villarreal",0,0,"D"
"1159",2018-08-27,"Ath Bilbao","Huesca",2,2,"D"
"1160",2018-08-27,"Levante","Celta",1,2,"A"
"1161",2018-08-31,"Eibar","Sociedad",2,1,"H"
"1162",2018-08-31,"Getafe","Valladolid",0,0,"D"
"1163",2018-08-31,"Villarreal","Girona",0,1,"A"
"1164",2018-09-01,"Celta","Ath Madrid",2,0,"H"
"1165",2018-09-01,"Real Madrid","Leganes",4,1,"H"
"1166",2018-09-02,"Alaves","Espanol",2,1,"H"
"1167",2018-09-02,"Barcelona","Huesca",8,2,"H"
"1168",2018-09-02,"Betis","Sevilla",1,0,"H"
"1169",2018-09-02,"Levante","Valencia",2,2,"D"
"1170",2018-09-14,"Huesca","Vallecano",0,1,"A"
"1171",2018-09-15,"Ath Bilbao","Real Madrid",1,1,"D"
"1172",2018-09-15,"Ath Madrid","Eibar",1,1,"D"
"1173",2018-09-15,"Sociedad","Barcelona",1,2,"A"
"1174",2018-09-15,"Valencia","Betis",0,0,"D"
"1175",2018-09-16,"Espanol","Levante",1,0,"H"
"1176",2018-09-16,"Leganes","Villarreal",0,1,"A"
"1177",2018-09-16,"Sevilla","Getafe",0,2,"A"
"1178",2018-09-16,"Valladolid","Alaves",0,1,"A"
"1179",2018-09-17,"Girona","Celta",3,2,"H"
"1180",2018-09-21,"Huesca","Sociedad",0,1,"A"
"1181",2018-09-22,"Celta","Valladolid",3,3,"D"
"1182",2018-09-22,"Eibar","Leganes",1,0,"H"
"1183",2018-09-22,"Getafe","Ath Madrid",0,2,"A"
"1184",2018-09-22,"Real Madrid","Espanol",1,0,"H"
"1185",2018-09-22,"Vallecano","Alaves",1,5,"A"
"1186",2018-09-23,"Barcelona","Girona",2,2,"D"
"1187",2018-09-23,"Betis","Ath Bilbao",2,2,"D"
"1188",2018-09-23,"Levante","Sevilla",2,6,"A"
"1189",2018-09-23,"Villarreal","Valencia",0,0,"D"
"1190",2018-09-25,"Ath Madrid","Huesca",3,0,"H"
"1191",2018-09-25,"Espanol","Eibar",1,0,"H"
"1192",2018-09-25,"Sociedad","Vallecano",2,2,"D"
"1193",2018-09-26,"Ath Bilbao","Villarreal",0,3,"A"
"1194",2018-09-26,"Leganes","Barcelona",2,1,"H"
"1195",2018-09-26,"Sevilla","Real Madrid",3,0,"H"
"1196",2018-09-26,"Valencia","Celta",1,1,"D"
"1197",2018-09-27,"Alaves","Getafe",1,1,"D"
"1198",2018-09-27,"Girona","Betis",0,1,"A"
"1199",2018-09-27,"Valladolid","Levante",2,1,"H"
"1200",2018-09-28,"Vallecano","Espanol",2,2,"D"
"1201",2018-09-29,"Barcelona","Ath Bilbao",1,1,"D"
"1202",2018-09-29,"Eibar","Sevilla",1,3,"A"
"1203",2018-09-29,"Real Madrid","Ath Madrid",0,0,"D"
"1204",2018-09-29,"Sociedad","Valencia",0,1,"A"
"1205",2018-09-30,"Betis","Leganes",1,0,"H"
"1206",2018-09-30,"Huesca","Girona",1,1,"D"
"1207",2018-09-30,"Levante","Alaves",2,1,"H"
"1208",2018-09-30,"Villarreal","Valladolid",0,1,"A"
"1209",2018-10-01,"Celta","Getafe",1,1,"D"
"1210",2018-10-05,"Ath Bilbao","Sociedad",1,3,"A"
"1211",2018-10-06,"Alaves","Real Madrid",1,0,"H"
"1212",2018-10-06,"Getafe","Levante",0,1,"A"
"1213",2018-10-06,"Girona","Eibar",2,3,"A"
"1214",2018-10-06,"Leganes","Vallecano",1,0,"H"
"1215",2018-10-07,"Ath Madrid","Betis",1,0,"H"
"1216",2018-10-07,"Espanol","Villarreal",3,1,"H"
"1217",2018-10-07,"Sevilla","Celta",2,1,"H"
"1218",2018-10-07,"Valencia","Barcelona",1,1,"D"
"1219",2018-10-07,"Valladolid","Huesca",1,0,"H"
"1220",2018-10-19,"Celta","Alaves",0,1,"A"
"1221",2018-10-20,"Barcelona","Sevilla",4,2,"H"
"1222",2018-10-20,"Real Madrid","Levante",1,2,"A"
"1223",2018-10-20,"Valencia","Leganes",1,1,"D"
"1224",2018-10-20,"Villarreal","Ath Madrid",1,1,"D"
"1225",2018-10-21,"Betis","Valladolid",0,1,"A"
"1226",2018-10-21,"Eibar","Ath Bilbao",1,1,"D"
"1227",2018-10-21,"Huesca","Espanol",0,2,"A"
"1228",2018-10-21,"Vallecano","Getafe",1,2,"A"
"1229",2018-10-22,"Sociedad","Girona",0,0,"D"
"1230",2018-10-24,"Vallecano","Ath Bilbao",1,1,"D"
"1231",2018-10-26,"Valladolid","Espanol",1,1,"D"
"1232",2018-10-27,"Ath Bilbao","Valencia",0,0,"D"
"1233",2018-10-27,"Ath Madrid","Sociedad",2,0,"H"
"1234",2018-10-27,"Celta","Eibar",4,0,"H"
"1235",2018-10-27,"Girona","Vallecano",2,1,"H"
"1236",2018-10-27,"Levante","Leganes",2,0,"H"
"1237",2018-10-28,"Alaves","Villarreal",2,1,"H"
"1238",2018-10-28,"Barcelona","Real Madrid",5,1,"H"
"1239",2018-10-28,"Getafe","Betis",2,0,"H"
"1240",2018-10-28,"Sevilla","Huesca",2,1,"H"
"1241",2018-11-03,"Leganes","Ath Madrid",1,1,"D"
"1242",2018-11-03,"Real Madrid","Valladolid",2,0,"H"
"1243",2018-11-03,"Valencia","Girona",0,1,"A"
"1244",2018-11-03,"Vallecano","Barcelona",2,3,"A"
"1245",2018-11-04,"Betis","Celta",3,3,"D"
"1246",2018-11-04,"Eibar","Alaves",2,1,"H"
"1247",2018-11-04,"Huesca","Getafe",1,1,"D"
"1248",2018-11-04,"Sociedad","Sevilla",0,0,"D"
"1249",2018-11-04,"Villarreal","Levante",1,1,"D"
"1250",2018-11-05,"Espanol","Ath Bilbao",1,0,"H"
"1251",2018-11-09,"Levante","Sociedad",1,3,"A"
"1252",2018-11-10,"Ath Madrid","Ath Bilbao",3,2,"H"
"1253",2018-11-10,"Getafe","Valencia",0,1,"A"
"1254",2018-11-10,"Girona","Leganes",0,0,"D"
"1255",2018-11-10,"Valladolid","Eibar",0,0,"D"
"1256",2018-11-11,"Alaves","Huesca",2,1,"H"
"1257",2018-11-11,"Barcelona","Betis",3,4,"A"
"1258",2018-11-11,"Celta","Real Madrid",2,4,"A"
"1259",2018-11-11,"Sevilla","Espanol",2,1,"H"
"1260",2018-11-11,"Vallecano","Villarreal",2,2,"D"
"1261",2018-11-23,"Leganes","Alaves",1,0,"H"
"1262",2018-11-24,"Ath Madrid","Barcelona",1,1,"D"
"1263",2018-11-24,"Eibar","Real Madrid",3,0,"H"
"1264",2018-11-24,"Huesca","Levante",2,2,"D"
"1265",2018-11-24,"Valencia","Vallecano",3,0,"H"
"1266",2018-11-25,"Ath Bilbao","Getafe",1,1,"D"
"1267",2018-11-25,"Espanol","Girona",1,3,"A"
"1268",2018-11-25,"Sevilla","Valladolid",1,0,"H"
"1269",2018-11-25,"Villarreal","Betis",2,1,"H"
"1270",2018-11-26,"Sociedad","Celta",2,1,"H"
"1271",2018-11-30,"Vallecano","Eibar",1,0,"H"
"1272",2018-12-01,"Celta","Huesca",2,0,"H"
"1273",2018-12-01,"Getafe","Espanol",3,0,"H"
"1274",2018-12-01,"Real Madrid","Valencia",2,0,"H"
"1275",2018-12-01,"Valladolid","Leganes",2,4,"A"
"1276",2018-12-02,"Alaves","Sevilla",1,1,"D"
"1277",2018-12-02,"Barcelona","Villarreal",2,0,"H"
"1278",2018-12-02,"Betis","Sociedad",1,0,"H"
"1279",2018-12-02,"Girona","Ath Madrid",1,1,"D"
"1280",2018-12-03,"Levante","Ath Bilbao",3,0,"H"
"1281",2018-12-07,"Leganes","Getafe",1,1,"D"
"1282",2018-12-08,"Ath Madrid","Alaves",3,0,"H"
"1283",2018-12-08,"Espanol","Barcelona",0,4,"A"
"1284",2018-12-08,"Valencia","Sevilla",1,1,"D"
"1285",2018-12-08,"Villarreal","Celta",2,3,"A"
"1286",2018-12-09,"Betis","Vallecano",2,0,"H"
"1287",2018-12-09,"Eibar","Levante",4,4,"D"
"1288",2018-12-09,"Huesca","Real Madrid",0,1,"A"
"1289",2018-12-09,"Sociedad","Valladolid",1,2,"A"
"1290",2018-12-10,"Ath Bilbao","Girona",1,0,"H"
"1291",2018-12-14,"Celta","Leganes",0,0,"D"
"1292",2018-12-15,"Eibar","Valencia",1,1,"D"
"1293",2018-12-15,"Getafe","Sociedad",1,0,"H"
"1294",2018-12-15,"Real Madrid","Vallecano",1,0,"H"
"1295",2018-12-15,"Valladolid","Ath Madrid",2,3,"A"
"1296",2018-12-16,"Espanol","Betis",1,3,"A"
"1297",2018-12-16,"Huesca","Villarreal",2,2,"D"
"1298",2018-12-16,"Levante","Barcelona",0,5,"A"
"1299",2018-12-16,"Sevilla","Girona",2,0,"H"
"1300",2018-12-17,"Alaves","Ath Bilbao",0,0,"D"
"1301",2018-12-21,"Girona","Getafe",1,1,"D"
"1302",2018-12-21,"Sociedad","Alaves",0,1,"A"
"1303",2018-12-22,"Ath Bilbao","Valladolid",1,1,"D"
"1304",2018-12-22,"Ath Madrid","Espanol",1,0,"H"
"1305",2018-12-22,"Barcelona","Celta",2,0,"H"
"1306",2018-12-22,"Betis","Eibar",1,1,"D"
"1307",2018-12-23,"Leganes","Sevilla",1,1,"D"
"1308",2018-12-23,"Valencia","Huesca",2,1,"H"
"1309",2018-12-23,"Vallecano","Levante",2,1,"H"
"1310",2019-01-03,"Villarreal","Real Madrid",2,2,"D"
"1311",2019-01-04,"Espanol","Leganes",1,0,"H"
"1312",2019-01-04,"Levante","Girona",2,2,"D"
"1313",2019-01-05,"Alaves","Valencia",2,1,"H"
"1314",2019-01-05,"Huesca","Betis",2,1,"H"
"1315",2019-01-05,"Valladolid","Vallecano",0,1,"A"
"1316",2019-01-06,"Eibar","Villarreal",0,0,"D"
"1317",2019-01-06,"Getafe","Barcelona",1,2,"A"
"1318",2019-01-06,"Real Madrid","Sociedad",0,2,"A"
"1319",2019-01-06,"Sevilla","Ath Madrid",1,1,"D"
"1320",2019-01-07,"Celta","Ath Bilbao",1,2,"A"
"1321",2019-01-11,"Vallecano","Celta",4,2,"H"
"1322",2019-01-12,"Girona","Alaves",1,1,"D"
"1323",2019-01-12,"Leganes","Huesca",1,0,"H"
"1324",2019-01-12,"Valencia","Valladolid",1,1,"D"
"1325",2019-01-12,"Villarreal","Getafe",1,2,"A"
"1326",2019-01-13,"Ath Bilbao","Sevilla",2,0,"H"
"1327",2019-01-13,"Ath Madrid","Levante",1,0,"H"
"1328",2019-01-13,"Barcelona","Eibar",3,0,"H"
"1329",2019-01-13,"Betis","Real Madrid",1,2,"A"
"1330",2019-01-14,"Sociedad","Espanol",3,2,"H"
"1331",2019-01-18,"Getafe","Alaves",4,0,"H"
"1332",2019-01-19,"Celta","Valencia",1,2,"A"
"1333",2019-01-19,"Huesca","Ath Madrid",0,3,"A"
"1334",2019-01-19,"Real Madrid","Sevilla",2,0,"H"
"1335",2019-01-20,"Barcelona","Leganes",3,1,"H"
"1336",2019-01-20,"Betis","Girona",3,2,"H"
"1337",2019-01-20,"Levante","Valladolid",2,0,"H"
"1338",2019-01-20,"Vallecano","Sociedad",2,2,"D"
"1339",2019-01-20,"Villarreal","Ath Bilbao",1,1,"D"
"1340",2019-01-21,"Eibar","Espanol",3,0,"H"
"1341",2019-01-26,"Ath Madrid","Getafe",2,0,"H"
"1342",2019-01-26,"Leganes","Eibar",2,2,"D"
"1343",2019-01-26,"Sevilla","Levante",5,0,"H"
"1344",2019-01-26,"Valencia","Villarreal",3,0,"H"
"1345",2019-01-27,"Ath Bilbao","Betis",1,0,"H"
"1346",2019-01-27,"Espanol","Real Madrid",2,4,"A"
"1347",2019-01-27,"Girona","Barcelona",0,2,"A"
"1348",2019-01-27,"Sociedad","Huesca",0,0,"D"
"1349",2019-01-27,"Valladolid","Celta",2,1,"H"
"1350",2019-01-28,"Alaves","Vallecano",0,1,"A"
"1351",2019-02-01,"Huesca","Valladolid",4,0,"H"
"1352",2019-02-02,"Barcelona","Valencia",2,2,"D"
"1353",2019-02-02,"Celta","Sevilla",1,0,"H"
"1354",2019-02-02,"Levante","Getafe",0,0,"D"
"1355",2019-02-02,"Sociedad","Ath Bilbao",2,1,"H"
"1356",2019-02-03,"Betis","Ath Madrid",1,0,"H"
"1357",2019-02-03,"Eibar","Girona",3,0,"H"
"1358",2019-02-03,"Real Madrid","Alaves",3,0,"H"
"1359",2019-02-03,"Villarreal","Espanol",2,2,"D"
"1360",2019-02-04,"Vallecano","Leganes",1,2,"A"
"1361",2019-02-08,"Valladolid","Villarreal",0,0,"D"
"1362",2019-02-09,"Ath Madrid","Real Madrid",1,3,"A"
"1363",2019-02-09,"Espanol","Vallecano",2,1,"H"
"1364",2019-02-09,"Getafe","Celta",3,1,"H"
"1365",2019-02-09,"Girona","Huesca",0,2,"A"
"1366",2019-02-10,"Ath Bilbao","Barcelona",0,0,"D"
"1367",2019-02-10,"Leganes","Betis",3,0,"H"
"1368",2019-02-10,"Sevilla","Eibar",2,2,"D"
"1369",2019-02-10,"Valencia","Sociedad",0,0,"D"
"1370",2019-02-11,"Alaves","Levante",2,0,"H"
"1371",2019-02-15,"Eibar","Getafe",2,2,"D"
"1372",2019-02-16,"Barcelona","Valladolid",1,0,"H"
"1373",2019-02-16,"Celta","Levante",1,4,"A"
"1374",2019-02-16,"Sociedad","Leganes",3,0,"H"
"1375",2019-02-16,"Vallecano","Ath Madrid",0,1,"A"
"1376",2019-02-17,"Betis","Alaves",1,1,"D"
"1377",2019-02-17,"Real Madrid","Girona",1,2,"A"
"1378",2019-02-17,"Valencia","Espanol",0,0,"D"
"1379",2019-02-17,"Villarreal","Sevilla",3,0,"H"
"1380",2019-02-18,"Huesca","Ath Bilbao",0,1,"A"
"1381",2019-02-22,"Espanol","Huesca",1,1,"D"
"1382",2019-02-23,"Alaves","Celta",0,0,"D"
"1383",2019-02-23,"Ath Bilbao","Eibar",1,0,"H"
"1384",2019-02-23,"Getafe","Vallecano",2,1,"H"
"1385",2019-02-23,"Sevilla","Barcelona",2,4,"A"
"1386",2019-02-24,"Ath Madrid","Villarreal",2,0,"H"
"1387",2019-02-24,"Leganes","Valencia",1,1,"D"
"1388",2019-02-24,"Levante","Real Madrid",1,2,"A"
"1389",2019-02-24,"Valladolid","Betis",0,2,"A"
"1390",2019-02-25,"Girona","Sociedad",0,0,"D"
"1391",2019-03-01,"Vallecano","Girona",0,2,"A"
"1392",2019-03-02,"Espanol","Valladolid",3,1,"H"
"1393",2019-03-02,"Huesca","Sevilla",2,1,"H"
"1394",2019-03-02,"Real Madrid","Barcelona",0,1,"A"
"1395",2019-03-02,"Villarreal","Alaves",1,2,"A"
"1396",2019-03-03,"Betis","Getafe",1,2,"A"
"1397",2019-03-03,"Eibar","Celta",1,0,"H"
"1398",2019-03-03,"Sociedad","Ath Madrid",0,2,"A"
"1399",2019-03-03,"Valencia","Ath Bilbao",2,0,"H"
"1400",2019-03-04,"Leganes","Levante",1,0,"H"
"1401",2019-03-08,"Ath Bilbao","Espanol",1,1,"D"
"1402",2019-03-09,"Alaves","Eibar",1,1,"D"
"1403",2019-03-09,"Ath Madrid","Leganes",1,0,"H"
"1404",2019-03-09,"Barcelona","Vallecano",3,1,"H"
"1405",2019-03-09,"Getafe","Huesca",2,1,"H"
"1406",2019-03-10,"Celta","Betis",0,1,"A"
"1407",2019-03-10,"Girona","Valencia",2,3,"A"
"1408",2019-03-10,"Levante","Villarreal",0,2,"A"
"1409",2019-03-10,"Sevilla","Sociedad",5,2,"H"
"1410",2019-03-10,"Valladolid","Real Madrid",1,4,"A"
"1411",2019-03-15,"Sociedad","Levante",1,1,"D"
"1412",2019-03-16,"Ath Bilbao","Ath Madrid",2,0,"H"
"1413",2019-03-16,"Huesca","Alaves",1,3,"A"
"1414",2019-03-16,"Leganes","Girona",0,2,"A"
"1415",2019-03-16,"Real Madrid","Celta",2,0,"H"
"1416",2019-03-17,"Betis","Barcelona",1,4,"A"
"1417",2019-03-17,"Eibar","Valladolid",1,2,"A"
"1418",2019-03-17,"Espanol","Sevilla",0,1,"A"
"1419",2019-03-17,"Valencia","Getafe",0,0,"D"
"1420",2019-03-17,"Villarreal","Vallecano",3,1,"H"
"1421",2019-03-29,"Girona","Ath Bilbao",1,2,"A"
"1422",2019-03-30,"Alaves","Ath Madrid",0,4,"A"
"1423",2019-03-30,"Barcelona","Espanol",2,0,"H"
"1424",2019-03-30,"Celta","Villarreal",3,2,"H"
"1425",2019-03-30,"Getafe","Leganes",0,2,"A"
"1426",2019-03-31,"Levante","Eibar",2,2,"D"
"1427",2019-03-31,"Real Madrid","Huesca",3,2,"H"
"1428",2019-03-31,"Sevilla","Valencia",0,1,"A"
"1429",2019-03-31,"Valladolid","Sociedad",1,1,"D"
"1430",2019-03-31,"Vallecano","Betis",1,1,"D"
"1431",2019-04-02,"Ath Madrid","Girona",2,0,"H"
"1432",2019-04-02,"Espanol","Getafe",1,1,"D"
"1433",2019-04-02,"Villarreal","Barcelona",4,4,"D"
"1434",2019-04-03,"Ath Bilbao","Levante",3,2,"H"
"1435",2019-04-03,"Eibar","Vallecano",2,1,"H"
"1436",2019-04-03,"Huesca","Celta",3,3,"D"
"1437",2019-04-03,"Valencia","Real Madrid",2,1,"H"
"1438",2019-04-04,"Leganes","Valladolid",1,0,"H"
"1439",2019-04-04,"Sevilla","Alaves",2,0,"H"
"1440",2019-04-04,"Sociedad","Betis",2,1,"H"
"1441",2019-04-06,"Barcelona","Ath Madrid",2,0,"H"
"1442",2019-04-06,"Girona","Espanol",1,2,"A"
"1443",2019-04-06,"Real Madrid","Eibar",2,1,"H"
"1444",2019-04-06,"Vallecano","Valencia",2,0,"H"
"1445",2019-04-07,"Alaves","Leganes",1,1,"D"
"1446",2019-04-07,"Betis","Villarreal",2,1,"H"
"1447",2019-04-07,"Celta","Sociedad",3,1,"H"
"1448",2019-04-07,"Getafe","Ath Bilbao",1,0,"H"
"1449",2019-04-07,"Levante","Huesca",2,2,"D"
"1450",2019-04-07,"Valladolid","Sevilla",0,2,"A"
"1451",2019-04-13,"Ath Madrid","Celta",2,0,"H"
"1452",2019-04-13,"Espanol","Alaves",2,1,"H"
"1453",2019-04-13,"Huesca","Barcelona",0,0,"D"
"1454",2019-04-13,"Sevilla","Betis",3,2,"H"
"1455",2019-04-14,"Ath Bilbao","Vallecano",3,2,"H"
"1456",2019-04-14,"Girona","Villarreal",0,1,"A"
"1457",2019-04-14,"Sociedad","Eibar",1,1,"D"
"1458",2019-04-14,"Valencia","Levante",3,1,"H"
"1459",2019-04-14,"Valladolid","Getafe",2,2,"D"
"1460",2019-04-15,"Leganes","Real Madrid",1,1,"D"
"1461",2019-04-19,"Alaves","Valladolid",2,2,"D"
"1462",2019-04-20,"Barcelona","Sociedad",2,1,"H"
"1463",2019-04-20,"Celta","Girona",2,1,"H"
"1464",2019-04-20,"Eibar","Ath Madrid",0,1,"A"
"1465",2019-04-20,"Vallecano","Huesca",0,0,"D"
"1466",2019-04-21,"Betis","Valencia",1,2,"A"
"1467",2019-04-21,"Getafe","Sevilla",3,0,"H"
"1468",2019-04-21,"Levante","Espanol",2,2,"D"
"1469",2019-04-21,"Real Madrid","Ath Bilbao",3,0,"H"
"1470",2019-04-21,"Villarreal","Leganes",2,1,"H"
"1471",2019-04-23,"Alaves","Barcelona",0,2,"A"
"1472",2019-04-23,"Huesca","Eibar",2,0,"H"
"1473",2019-04-23,"Valladolid","Girona",1,0,"H"
"1474",2019-04-24,"Ath Madrid","Valencia",3,2,"H"
"1475",2019-04-24,"Espanol","Celta",1,1,"D"
"1476",2019-04-24,"Leganes","Ath Bilbao",0,1,"A"
"1477",2019-04-24,"Levante","Betis",4,0,"H"
"1478",2019-04-25,"Getafe","Real Madrid",0,0,"D"
"1479",2019-04-25,"Sevilla","Vallecano",5,0,"H"
"1480",2019-04-25,"Sociedad","Villarreal",0,1,"A"
"1481",2019-04-27,"Ath Bilbao","Alaves",1,1,"D"
"1482",2019-04-27,"Ath Madrid","Valladolid",1,0,"H"
"1483",2019-04-27,"Barcelona","Levante",1,0,"H"
"1484",2019-04-27,"Leganes","Celta",0,0,"D"
"1485",2019-04-28,"Girona","Sevilla",1,0,"H"
"1486",2019-04-28,"Sociedad","Getafe",2,1,"H"
"1487",2019-04-28,"Valencia","Eibar",0,1,"A"
"1488",2019-04-28,"Vallecano","Real Madrid",1,0,"H"
"1489",2019-04-28,"Villarreal","Huesca",1,1,"D"
"1490",2019-04-29,"Betis","Espanol",1,1,"D"
"1491",2019-05-03,"Sevilla","Leganes",0,3,"A"
"1492",2019-05-04,"Alaves","Sociedad",0,1,"A"
"1493",2019-05-04,"Celta","Barcelona",2,0,"H"
"1494",2019-05-04,"Espanol","Ath Madrid",3,0,"H"
"1495",2019-05-04,"Levante","Vallecano",4,1,"H"
"1496",2019-05-05,"Eibar","Betis",1,0,"H"
"1497",2019-05-05,"Getafe","Girona",2,0,"H"
"1498",2019-05-05,"Huesca","Valencia",2,6,"A"
"1499",2019-05-05,"Real Madrid","Villarreal",3,2,"H"
"1500",2019-05-05,"Valladolid","Ath Bilbao",1,0,"H"
"1501",2019-05-12,"Ath Bilbao","Celta",3,1,"H"
"1502",2019-05-12,"Ath Madrid","Sevilla",1,1,"D"
"1503",2019-05-12,"Barcelona","Getafe",2,0,"H"
"1504",2019-05-12,"Betis","Huesca",2,1,"H"
"1505",2019-05-12,"Girona","Levante",1,2,"A"
"1506",2019-05-12,"Leganes","Espanol",0,2,"A"
"1507",2019-05-12,"Sociedad","Real Madrid",3,1,"H"
"1508",2019-05-12,"Valencia","Alaves",3,1,"H"
"1509",2019-05-12,"Vallecano","Valladolid",1,2,"A"
"1510",2019-05-12,"Villarreal","Eibar",1,0,"H"
"1511",2019-05-18,"Alaves","Girona",2,1,"H"
"1512",2019-05-18,"Celta","Vallecano",2,2,"D"
"1513",2019-05-18,"Espanol","Sociedad",2,0,"H"
"1514",2019-05-18,"Getafe","Villarreal",2,2,"D"
"1515",2019-05-18,"Huesca","Leganes",2,1,"H"
"1516",2019-05-18,"Levante","Ath Madrid",2,2,"D"
"1517",2019-05-18,"Sevilla","Ath Bilbao",2,0,"H"
"1518",2019-05-18,"Valladolid","Valencia",0,2,"A"
"1519",2019-05-19,"Eibar","Barcelona",2,2,"D"
"1520",2019-05-19,"Real Madrid","Betis",0,2,"A"
"1521",2019-08-16,"Ath Bilbao","Barcelona",1,0,"H"
"1522",2019-08-17,"Celta","Real Madrid",1,3,"A"
"1523",2019-08-17,"Valencia","Sociedad",1,1,"D"
"1524",2019-08-17,"Mallorca","Eibar",2,1,"H"
"1525",2019-08-17,"Leganes","Osasuna",0,1,"A"
"1526",2019-08-17,"Villarreal","Granada",4,4,"D"
"1527",2019-08-18,"Alaves","Levante",1,0,"H"
"1528",2019-08-18,"Espanol","Sevilla",0,2,"A"
"1529",2019-08-18,"Betis","Valladolid",1,2,"A"
"1530",2019-08-18,"Ath Madrid","Getafe",1,0,"H"
"1531",2019-08-23,"Granada","Sevilla",0,1,"A"
"1532",2019-08-23,"Levante","Villarreal",2,1,"H"
"1533",2019-08-24,"Osasuna","Eibar",0,0,"D"
"1534",2019-08-24,"Real Madrid","Valladolid",1,1,"D"
"1535",2019-08-24,"Celta","Valencia",1,0,"H"
"1536",2019-08-24,"Getafe","Ath Bilbao",1,1,"D"
"1537",2019-08-25,"Alaves","Espanol",0,0,"D"
"1538",2019-08-25,"Mallorca","Sociedad",0,1,"A"
"1539",2019-08-25,"Leganes","Ath Madrid",0,1,"A"
"1540",2019-08-25,"Barcelona","Betis",5,2,"H"
"1541",2019-08-30,"Sevilla","Celta",1,1,"D"
"1542",2019-08-30,"Ath Bilbao","Sociedad",2,0,"H"
"1543",2019-08-31,"Osasuna","Barcelona",2,2,"D"
"1544",2019-08-31,"Getafe","Alaves",1,1,"D"
"1545",2019-08-31,"Levante","Valladolid",2,0,"H"
"1546",2019-08-31,"Betis","Leganes",2,1,"H"
"1547",2019-09-01,"Valencia","Mallorca",2,0,"H"
"1548",2019-09-01,"Ath Madrid","Eibar",3,2,"H"
"1549",2019-09-01,"Espanol","Granada",0,3,"A"
"1550",2019-09-01,"Villarreal","Real Madrid",2,2,"D"
"1551",2019-09-13,"Mallorca","Ath Bilbao",0,0,"D"
"1552",2019-09-14,"Real Madrid","Levante",3,2,"H"
"1553",2019-09-14,"Leganes","Villarreal",0,3,"A"
"1554",2019-09-14,"Sociedad","Ath Madrid",2,0,"H"
"1555",2019-09-14,"Barcelona","Valencia",5,2,"H"
"1556",2019-09-15,"Eibar","Espanol",1,2,"A"
"1557",2019-09-15,"Alaves","Sevilla",0,1,"A"
